#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYQ010014453.1	1	1216	926	1214	99.8355	52.6176	31.9	42.9
JAACYQ010014454.1	1	1079	876	1079	100	75.4708	34	49
JAACYQ010014455.1	1	1213	233	1212	99.9176	15.8862	33.3	29.3
JAACYQ010014456.1	1	1128	1821	1128	100	152.888	34.3	37.9
JAACYQ010014457.1	1	1329	21678	1329	100	1543.82	34.9	33.2
JAACYQ010014458.1	1	1207	73373	1207	100	5941.7	34.9	51.7
JAACYQ010014459.1	1	1170	68933	1170	100	5929.94	34.9	46.9
JAACYQ010014460.1	1	1097	470	1096	99.9088	34.2489	31.7	47.6
JAACYQ010014461.1	1	1587	1045	1587	100	63.5356	34.5	30.1
JAACYQ010014462.1	1	1015	14812	1015	100	1431.59	35	16.3
JAACYQ010014463.1	1	1330	2029	1330	100	159.686	34.8	52.1
JAACYQ010014464.1	1	3588	3358	3587	99.9721	91.1212	34.9	23.6
JAACYQ010014465.1	1	1005	3823	1005	100	379.272	35.1	7.22
JAACYQ010014466.1	1	3136	9743	3136	100	309.045	34.9	25.3
JAACYQ010014467.1	1	5951	6258	5951	100	101.98	34.9	14.4
JAACYQ010014468.1	1	1204	12234	1204	100	1008.17	35	3.15
JAACYQ010014469.1	1	3614	2517	3614	100	68.8561	35	21.5
JAACYQ010014470.1	1	1141	1690	1141	100	146.314	34.9	32.2
JAACYQ010014471.1	1	1163	1043	1158	99.5701	73.6449	34.9	11.7
JAACYQ010014472.1	1	1286	9379	1286	100	724.075	34.6	30.3
JAACYQ010014473.1	1	1694	990	1694	100	58.1051	35	52.1
JAACYQ010014474.1	1	4194	2241	4194	100	53.0334	34.8	56.8
JAACYQ010014475.1	1	1083	7034	1083	100	622.894	35.2	11.6
JAACYQ010014476.1	1	1071	59630	1071	100	5510.05	33.8	22.3
JAACYQ010014477.1	1	2010	1683	2003	99.6517	81.9254	35.1	6.7
JAACYQ010014478.1	1	1200	2235	1200	100	141.611	32.7	39.1
JAACYQ010014479.1	1	1882	4128	1882	100	212.782	34.6	38.6
JAACYQ010014481.1	1	1114	2280	1114	100	198.955	34.1	57.3
JAACYQ010014482.1	1	2797	8128	2797	100	276.956	33.5	27
JAACYQ010014483.1	1	1017	509	1017	100	45.4267	34.5	45.1
JAACYQ010014484.1	1	3231	3243	3219	99.6286	96.3528	34	59.3
JAACYQ010014485.1	1	1034	2812	1033	99.9033	267.387	34.3	16.3
JAACYQ010014486.1	1	2018	3585	2018	100	168.933	34.3	39.4
JAACYQ010014487.1	1	1004	848	999	99.502	83.2759	35	0.0224
JAACYQ010014488.1	1	1368	13159	1368	100	956.112	35	4.85
JAACYQ010014489.1	1	2671	1473	2670	99.9626	50.9978	35.1	56.8
JAACYQ010014490.1	1	2782	17440	2782	100	622.187	34.7	32.8
JAACYQ010014491.1	1	1195	6310	1195	100	517.303	34.2	23.7
JAACYQ010014492.1	1	1117	4049	1117	100	350.734	34.4	20.2
JAACYQ010014497.1	1	5297	2600	5296	99.9811	47.2003	34.7	53.9
JAACYQ010014498.1	1	1433	2798	1433	100	181.692	34.6	46
JAACYQ010014499.1	1	1872	2398	1872	100	123.738	34.3	50.7
JAACYQ010014500.1	1	2207	904	2206	99.9547	40.0992	34.9	59.4
JAACYQ010014501.1	1	1390	1380	1389	99.9281	98.095	34.7	49.4
JAACYQ010014502.1	1	4917	4764	4917	100	94.5859	33.5	59.5
JAACYQ010014503.1	1	1421	3208	1421	100	225.075	35	54.1
JAACYQ010014506.1	1	3030	1550	3030	100	50.5363	34.8	41.6
JAACYQ010014507.1	1	1869	1377	1869	100	66.2622	32.8	45.9
JAACYQ010014508.1	1	1078	1441	1078	100	133.963	34.8	39.2
JAACYQ010014509.1	1	1244	608	1223	98.3119	34.135	32.4	48.6
MU013301.1	1	2383	3193	2254	94.5867	103.24	33.9	52.2
JAACYQ010014514.1	1	1801	1692	1704	94.6141	60.2793	32.5	32.2
JAACYQ010014515.1	1	2704	1286	2704	100	47.0092	34.9	51
JAACYQ010014516.1	1	3225	3571	3225	100	109.961	34.8	44.2
JAACYQ010014518.1	1	1981	1288	1981	100	64.3564	35.1	7.41
JAACYQ010014519.1	1	2431	2460	2431	100	99.8116	35	45.5
JAACYQ010014520.1	1	1209	1407	1209	100	103.39	34.6	55
JAACYQ010014521.1	1	1312	3898	1312	100	284.288	33.2	55.4
JAACYQ010014522.1	1	3534	23641	3534	100	660.499	35	12.9
JAACYQ010014523.1	1	1188	76	616	51.8519	2.42929	34.2	31.4
JAACYQ010014524.1	1	1209	2547	1209	100	209.007	34.1	39.7
JAACYQ010014525.1	1	2564	1824	2564	100	62.5335	35.1	42.1
JAACYQ010014526.1	1	1552	3669	1552	100	218.34	33.9	30.2
JAACYQ010014527.1	1	1122	2058	1122	100	176.807	34.3	48.4
JAACYQ010014529.1	1	1557	737	1557	100	39.7354	31.9	43.9
JAACYQ010014530.1	1	1394	2616	1394	100	177.065	34	41.4
JAACYQ010014531.1	1	2336	2383	2336	100	98.5043	34.7	52.1
JAACYQ010014534.1	1	1099	8302	1099	100	751.161	35	27.3
JAACYQ010014535.1	1	1182	1275	1182	100	99.6531	35.3	25.5
JAACYQ010014536.1	1	1004	289	967	96.3147	26.5548	32.9	58.1
JAACYQ010014537.1	1	3281	3324	3281	100	99.3581	34.7	14.6
JAACYQ010014538.1	1	1554	757	1554	100	48.3481	35	43.2
JAACYQ010014539.1	1	1271	1181	1271	100	89.0677	34.6	21
JAACYQ010014540.1	1	1173	6320	1171	99.8295	515.055	35.1	54
JAACYQ010014541.1	1	5894	4121	5894	100	69.0679	34.9	56.4
JAACYQ010014542.1	1	3147	3636	3147	100	110.467	34.9	42.8
JAACYQ010014544.1	1	1756	8801	1756	100	495.224	34.3	35.3
JAACYQ010014545.1	1	3115	10604	3115	100	320.587	34.2	17.8
JAACYQ010014547.1	1	1894	1091	1894	100	52.4271	32.7	51.5
JAACYQ010014548.1	1	1675	663	1675	100	37.5952	34.9	44.5
JAACYQ010014550.1	1	1189	1676	1189	100	141.636	34.9	49.9
JAACYQ010014551.1	1	2815	2758	2806	99.6803	95.9684	34.8	19.1
JAACYQ010014552.1	1	2284	1142	2284	100	39.7675	34.1	55.7
JAACYQ010014553.1	1	1098	261	1047	95.3552	27.7641	32.9	49.6
JAACYQ010014554.1	1	1049	888	1042	99.3327	78.8141	34.7	21.4
JAACYQ010014556.1	1	2386	4912	2386	100	190.211	34.5	25.3
JAACYQ010014557.1	1	1253	30073	1253	100	2395.29	35.1	31.6
JAACYQ010014558.1	1	1696	1796	1682	99.1745	104.383	34.9	7.73
JAACYQ010014559.1	1	5498	6961	5498	100	122.861	34.8	55.6
JAACYQ010014560.1	1	1283	3925	1283	100	274.665	34.6	24.4
JAACYQ010014562.1	1	4135	2249	4129	99.8549	52.2256	34.9	37.2
JAACYQ010014563.1	1	1282	11832	1282	100	910.218	34.3	48.1
JAACYQ010014565.1	1	1057	11495	1057	100	1071.8	35.2	13.8
JAACYQ010014567.1	1	3165	3887	3164	99.9684	119.971	34.3	16.1
JAACYQ010014570.1	1	1472	1560	1470	99.8641	86.6168	34.9	31.3
JAACYQ010014572.1	1	1231	3817	1231	100	313.013	34.7	42.6
JAACYQ010014573.1	1	1726	20731	1726	100	1190.85	34.7	42.7
JAACYQ010014574.1	1	1095	5855	1094	99.9087	529.111	35.2	14.2
JAACYQ010014575.1	1	1639	9424	1631	99.5119	569.237	35.1	13.8
JAACYQ010014576.1	1	2302	16102	2302	100	686.174	35.1	17.9
JAACYQ010014577.1	1	1148	2603	1148	100	199.395	34.9	42.3
JAACYQ010014578.1	1	1631	1390	1631	100	55.9736	32.2	34.2
JAACYQ010014579.1	1	1391	41033	1391	100	2927.59	35	26
JAACYQ010014580.1	1	8737	4255	8737	100	47.6343	34.8	42.8
JAACYQ010014581.1	1	11915	6462	11915	100	54.0532	35	58
JAACYQ010014585.1	1	3830	1948	3830	100	49.0692	34.8	52.3
JAACYQ010014587.1	1	1091	2238	1091	100	155.845	34.7	57.3
JAACYQ010014588.1	1	1152	4669	1152	100	424.852	35.2	45
JAACYQ010014591.1	1	13021	6434	12955	99.4931	49.1627	35	59.9
JAACYQ010014592.1	1	3100	1631	3096	99.871	51.4355	35.1	42.6
JAACYQ010014593.1	1	1906	2713	1906	100	132.632	34.1	35.1
JAACYQ010014594.1	1	2354	2272	2354	100	95.596	34.7	51.5
JAACYQ010014595.1	1	3728	1441	3728	100	38.1462	34.9	56
JAACYQ010014599.1	1	2539	3362	2538	99.9606	129.151	34.3	13.2
JAACYQ010014601.1	1	1827	532	1823	99.7811	27.8451	35.1	1.69
JAACYQ010014602.1	1	4744	2459	4744	100	51.007	34.8	45.4
JAACYQ010014603.1	1	3882	3190	3876	99.8454	80.533	34.7	16.6
JAACYQ010014604.1	1	1504	5185	1504	100	338.773	35.2	52.1
JAACYQ010014605.1	1	7126	5566	7126	100	77.5784	34.6	47.7
JAACYQ010014606.1	1	5667	6337	5667	100	109.149	35	52
JAACYQ010014607.1	1	4408	2974	4400	99.8185	66.9285	34.8	20.4
JAACYQ010014608.1	1	3776	4193	3776	100	109.375	35	37.3
JAACYQ010014611.1	1	23976	15475	23976	100	62.7545	34.8	33.3
JAACYQ010014613.1	1	1375	2327	1375	100	156.632	32.7	27.2
JAACYQ010014614.1	1	2668	2882	2668	100	106.554	35	8.17
JAACYQ010014615.1	1	14125	6965	14103	99.8442	48.5231	35	53.5
JAACYQ010014616.1	1	1644	3812	1644	100	213.287	34	40.4
MU013302.1	1	5204	3974	5100	98.0015	66.8939	32.9	53.4
JAACYQ010014621.1	1	2357	11525	2357	100	476.215	34.1	32.1
JAACYQ010014622.1	1	1358	3724	1358	100	270.45	35.2	2.06
JAACYQ010014624.1	1	2043	1879	2043	100	91.2775	34.8	59
JAACYQ010014626.1	1	5596	2500	5595	99.9821	43.443	34.6	58.8
JAACYQ010014627.1	1	1120	1625	1120	100	132.894	35.1	55.3
JAACYQ010014628.1	1	2495	3552	2495	100	122.752	33.8	47
JAACYQ010014629.1	1	6436	7216	6436	100	111.159	34.8	59.8
JAACYQ010014630.1	1	1703	3979	1703	100	204.416	34.7	37.4
JAACYQ010014631.1	1	1053	1168	1053	100	110.149	35.2	52.5
JAACYQ010014632.1	1	1018	5659	1018	100	544.011	35	36.2
JAACYQ010014633.1	1	2755	2237	2755	100	80.3209	35.1	55.2
JAACYQ010014636.1	1	1909	6041	1909	100	283.147	35.1	20
JAACYQ010014637.1	1	1261	1898	1261	100	139.741	33.9	43.1
JAACYQ010014638.1	1	2779	1582	2779	100	54.4034	34.9	39.3
JAACYQ010014639.1	1	1118	725	1118	100	60.0501	34.1	42.3
JAACYQ010014640.1	1	1811	2516	1811	100	138.183	35	51.7
JAACYQ010014641.1	1	9710	4661	9703	99.9279	45.4517	34.8	53.5
JAACYQ010014642.1	1	2168	4476	2168	100	208.906	34.8	53.2
JAACYQ010014644.1	1	2226	20532	2226	100	908.989	34.4	18.2
JAACYQ010014646.1	1	2743	6742	2743	100	235.268	34.3	48
JAACYQ010014648.1	1	2382	11226	2382	100	461.213	34.8	35.8
JAACYQ010014649.1	1	13361	6549	13361	100	48.3166	34.9	46.2
JAACYQ010014651.1	1	6098	15399	6098	100	251.454	35	2.18
JAACYQ010014655.1	1	4278	4936	4278	100	113.878	35	49.6
JAACYQ010014656.1	1	4962	6276	4962	100	124.368	35	56
JAACYQ010014658.1	1	4568	2657	4568	100	48.8833	34.8	39.1
JAACYQ010014661.1	1	8827	10244	8827	100	114.823	34.8	56.3
JAACYQ010014665.1	1	1119	1073	1119	100	76.5782	34.1	39.3
JAACYQ010014666.1	1	1455	180	1455	100	10.1258	34.3	44.9
JAACYQ010014667.1	1	1011	2115	1011	100	201.147	35	49.2
JAACYQ010014668.1	1	3832	11903	3832	100	300.057	34.8	50.9
JAACYQ010014669.1	1	4343	2558	4340	99.9309	53.872	33.3	54.2
JAACYQ010014670.1	1	1539	2984	1539	100	180.615	34.6	45.4
JAACYQ010014671.1	1	2487	4928	2439	98.07	190.017	34.3	32.3
JAACYQ010014672.1	1	3272	3372	3272	100	102.661	34.8	47.1
JAACYQ010014673.1	1	5534	6712	5534	100	109.855	34.9	9.7
JAACYQ010014674.1	1	4489	2703	4489	100	59.5505	35	57.5
JAACYQ010014675.1	1	8053	3815	8053	100	46.9952	34.8	57.7
JAACYQ010014676.1	1	3023	2381	3022	99.9669	78.2574	35.1	0.417
JAACYQ010014677.1	1	6411	11141	6411	100	173.163	35	17.1
JAACYQ010014678.1	1	1379	2077	1379	100	148.933	35.1	17.1
JAACYQ010014681.1	1	1635	755	1635	100	46.5437	34.8	43.1
JAACYQ010014682.1	1	3348	1274	3348	100	37.6016	34.4	58
JAACYQ010014683.1	1	1112	819	1111	99.9101	73.2887	35.2	7.33
JAACYQ010014684.1	1	1748	612	1747	99.9428	34.7666	35.1	12.9
JAACYQ010014685.1	1	1439	1983	1438	99.9305	135.35	35	4.33
JAACYQ010014686.1	1	1438	1330	1435	99.7914	92.0188	35	53.8
JAACYQ010014687.1	1	3838	2199	3838	100	56.4143	35	41
JAACYQ010014688.1	1	3818	1597	3818	100	41.2056	35	46.7
JAACYQ010014689.1	1	1750	946	1750	100	54.0349	35.1	47.8
JAACYQ010014690.1	1	2981	3170	2980	99.9665	102.961	35.3	9.7
JAACYQ010014691.1	1	1068	10135	1068	100	946.985	35	31.6
JAACYQ010014692.1	1	2834	14941	2833	99.9647	512.491	33.8	11
JAACYQ010014693.1	1	4034	4479	4034	100	110.159	34.6	50.9
JAACYQ010014695.1	1	1011	2025	1011	100	198.104	34.8	55.4
JAACYQ010014696.1	1	5146	3167	5146	100	61.125	34.9	40
JAACYQ010014697.1	1	2007	876	2007	100	43.4449	34.6	42.3
JAACYQ010014698.1	1	1003	2317	1002	99.9003	227.557	35.3	0.216
JAACYQ010014699.1	1	1079	7136	1079	100	655.73	35.4	19.8
JAACYQ010014702.1	1	1228	68	1003	81.6775	3.71091	31.1	17
JAACYQ010014703.1	1	1483	1026	1483	100	68.4282	35.3	10.3
JAACYQ010014704.1	1	2395	1985	2390	99.7912	82.3687	34.7	4.91
JAACYQ010014705.1	1	1063	906	1060	99.7178	83.6096	34.9	7.66
JAACYQ010014706.1	1	2488	1220	2488	100	48.5965	35.1	47.8
JAACYQ010014708.1	1	1021	224	1019	99.8041	18.951	32.6	3.01
JAACYQ010014709.1	1	6097	7448	6097	100	121.43	34.8	8.07
JAACYQ010014710.1	1	2785	1701	2785	100	52.3092	34.8	40
JAACYQ010014711.1	1	11136	5089	11136	100	44.8199	35	55.4
JAACYQ010014712.1	1	2987	4705	2987	100	156.925	35	29.4
JAACYQ010014713.1	1	1350	1017	1350	100	74.117	35.1	29.4
JAACYQ010014714.1	1	1249	1678	1249	100	133.589	35.1	53.2
JAACYQ010014715.1	1	5492	2722	5492	100	47.911	34.8	53.6
JAACYQ010014717.1	1	2712	3435	2712	100	123.698	34.8	5.85
JAACYQ010014719.1	1	1079	885	1079	100	73.19	34.9	49
JAACYQ010014721.1	1	1556	15561	1556	100	978.249	34.3	39.3
JAACYQ010014723.1	1	4063	1855	4063	100	45.1396	34.9	26.9
JAACYQ010014724.1	1	2417	1314	2405	99.5035	53.7766	35.1	24.1
JAACYQ010014725.1	1	5810	6711	5810	100	114.644	35	48.7
JAACYQ010014726.1	1	15117	6992	15096	99.8611	45.4968	35	32.1
JAACYQ010014727.1	1	18495	8770	18495	100	46.9172	34.9	46.9
JAACYQ010014729.1	1	1895	1377	1871	98.7335	70.0201	34.9	3.29
JAACYQ010014730.1	1	13146	6407	13146	100	48.3721	35	55.2
JAACYQ010014731.1	1	1156	1736	1155	99.9135	105.51	32.9	33.4
JAACYQ010014732.1	1	3634	1701	3634	100	45.6767	34.8	51.6
JAACYQ010014733.1	1	2421	1500	2421	100	61.7803	35	57.3
JAACYQ010014734.1	1	1431	1437	1431	100	97.6569	35.2	27.3
JAACYQ010014735.1	1	1043	10615	1043	100	432.74	34.4	34.5
JAACYQ010014736.1	1	1249	290155	1249	100	23037	35	36.9
JAACYQ010014737.1	1	1063	1167	1063	100	70.461	33.5	48.5
JAACYQ010014738.1	1	1776	51766	1776	100	2898.68	35.1	26
JAACYQ010014739.1	1	1196	4136	1196	100	336.284	34.9	34.4
JAACYQ010014740.1	1	1890	4943	1890	100	182.489	32.3	22.1
JAACYQ010014741.1	1	1069	209	1059	99.0645	13.5248	31.6	51.4
JAACYQ010014742.1	1	1556	1938	1556	100	92.5058	34.5	45.5
JAACYQ010014743.1	1	1296	6563	1296	100	495.286	34.6	36.5
JAACYQ010014744.1	1	1159	3217	1159	100	265.222	34.4	39.3
JAACYQ010014745.1	1	2318	16778	2318	100	698.84	34.5	41.5
JAACYQ010014746.1	1	1071	4703	1071	100	408.979	34.3	29
JAACYQ010014747.1	1	1169	5033	1169	100	401.78	34.2	50.4
JAACYQ010014748.1	1	1392	987	1392	100	56.6106	32.9	50.3
JAACYQ010014749.1	1	1600	1187	1600	100	55.7606	31.3	42.5
JAACYQ010014750.1	1	1226	113	1165	95.0245	6.75449	35	40.3
JAACYQ010014751.1	1	1115	1164	1101	98.7444	61.7013	32.6	29.8
JAACYQ010014752.1	1	1023	3422	1023	100	263.372	33.6	40.3
JAACYQ010014753.1	1	1729	1517	1729	100	84.69	35.2	59.5
JAACYQ010014754.1	1	1715	1181	1715	100	54.2262	33.9	48
JAACYQ010014755.1	1	1972	1104	1972	100	55.0816	34	59.6
JAACYQ010014756.1	1	1017	1627	1017	100	95.7817	34.4	32.9
JAACYQ010014757.1	1	1028	794	1028	100	75.678	33.7	59.7
JAACYQ010014758.1	1	1899	854	1893	99.684	29.4444	32.1	43.3
JAACYQ010014759.1	1	1093	446	1086	99.3596	34.6185	33.2	42.1
JAACYQ010014760.1	1	1365	1619	1365	100	102.749	32.8	37.8
JAACYQ010014761.1	1	1114	12411	1114	100	966.485	34.4	32.8
JAACYQ010014762.1	1	3393	13360	3393	100	374.944	34.3	26.9
JAACYQ010014763.1	1	1889	38648	1889	100	2014.04	35.1	25
JAACYQ010014764.1	1	1475	2150	1475	100	118.292	33.4	36.8
JAACYQ010014765.1	1	1118	3166	1083	96.8694	268.005	34.1	31.3
JAACYQ010014766.1	1	2170	4832	2170	100	210.638	34.5	43.2
JAACYQ010014767.1	1	1491	1481	1490	99.9329	68.4722	34.5	40.8
JAACYQ010014768.1	1	1095	673	1059	96.7123	36.0639	32.5	35.6
JAACYQ010014769.1	1	1448	893	1448	100	55.5539	32.5	56.6
JAACYQ010014770.1	1	1310	953	1310	100	52.6351	32.4	38.2
JAACYQ010014771.1	1	1193	6618	1193	100	556.451	35.1	29
JAACYQ010014772.1	1	2100	1322	2100	100	60.9252	33.6	58.5
JAACYQ010014775.1	1	5528	2930	5528	100	51.1849	34.9	47.3
JAACYQ010014777.1	1	11672	20784	11672	100	176.238	34.9	53.1
JAACYQ010014778.1	1	7094	13512	7091	99.9577	178.858	34.8	35
JAACYQ010014779.1	1	1847	2362	1847	100	128.357	35.1	31.7
JAACYQ010014780.1	1	1081	7739	1080	99.9075	683.131	32.8	4.09
JAACYQ010014781.1	1	2014	3814	2014	100	172.608	34.6	36.7
JAACYQ010014782.1	1	1095	1663	1095	100	141.921	34.7	42
JAACYQ010014783.1	1	1255	292	1239	98.7251	19.7139	32.4	50.2
JAACYQ010014784.1	1	1332	905	1329	99.7748	67.4835	35	8.92
JAACYQ010014785.1	1	16631	8971	16631	100	53.3637	35	32.6
JAACYQ010014786.1	1	1171	1009	1171	100	84.8992	34.7	28.6
JAACYQ010014787.1	1	1934	1176	1934	100	60.3294	34.6	28.2
JAACYQ010014788.1	1	7787	3950	7786	99.9872	50.0912	35	44
JAACYQ010014790.1	1	2529	3816	2518	99.565	147.397	34.3	2.85
JAACYQ010014791.1	1	5172	11379	5172	100	216.76	34.9	45.4
JAACYQ010014792.1	1	5060	21654	5059	99.9802	426.839	34.9	8.18
JAACYQ010014793.1	1	9221	5911	9221	100	63.4377	35	50.2
JAACYQ010014794.1	1	13551	6655	13551	100	48.1001	34.9	47.4
JAACYQ010014795.1	1	8504	5137	8504	100	59.4493	35	18.6
JAACYQ010014796.1	1	6829	8811	6829	100	128.768	35	40
JAACYQ010014797.1	1	11683	7441	11683	100	61.4709	34.9	36.9
JAACYQ010014798.1	1	1225	547	1225	100	45.1167	34.8	33.8
JAACYQ010014800.1	1	2563	1372	2563	100	52.7792	34.9	29.1
JAACYQ010014801.1	1	1953	1118	1953	100	56.3031	35	39.9
JAACYQ010014803.1	1	3137	1288	3137	100	39.5311	34.8	51.1
JAACYQ010014804.1	1	5593	2516	5593	100	43.739	34.8	46.1
JAACYQ010014805.1	1	4510	6165	4510	100	134.32	34.8	44.1
JAACYQ010014806.1	1	2997	1659	2997	100	54.7948	34.7	30.3
JAACYQ010014807.1	1	1901	43159	1901	100	2258.86	35.1	3.46
JAACYQ010014808.1	1	26308	43750	26308	100	161.302	35	51.5
JAACYQ010014809.1	1	2329	2306	2329	100	97.9055	35	15.6
JAACYQ010014810.1	1	2856	2679	2856	100	93.0903	35.1	30
JAACYQ010014811.1	1	2981	2797	2980	99.9665	93.257	34.7	22.9
JAACYQ010014813.1	1	1308	1063	1298	99.2355	77.2569	34.3	29
JAACYQ010014814.1	1	2055	871	2053	99.9027	39.8735	32.3	33.7
JAACYQ010014816.1	1	13308	25941	13307	99.9925	173.367	33.5	25
JAACYQ010014817.1	1	15294	7117	15294	100	45.627	34.9	49.6
JAACYQ010014818.1	1	5917	3277	5915	99.9662	51.3187	34.8	55.5
JAACYQ010014820.1	1	1015	218	1015	100	17.8049	32.3	53.9
JAACYQ010014821.1	1	1282	4016	1282	100	297.667	34.5	21.1
JAACYQ010014825.1	1	12409	6705	12409	100	53.2063	34.7	41.6
JAACYQ010014826.1	1	4709	4811	4709	100	101.401	35	9.48
JAACYQ010014828.1	1	12347	5557	12346	99.9919	44.563	35.1	57.8
JAACYQ010014830.1	1	14641	8037	14641	100	54.1214	34.8	36.6
JAACYQ010014831.1	1	2129	1838	2129	100	75.6106	33.9	53.4
JAACYQ010014832.1	1	29442	15683	29442	100	52.2355	34.9	24.6
JAACYQ010014833.1	1	10249	5151	10249	100	49.7211	35	59.2
JAACYQ010014834.1	1	2174	2057	2174	100	70.8924	33.7	38.8
JAACYQ010014835.1	1	1081	15655	1081	100	1239.23	34	35.7
JAACYQ010014836.1	1	1166	419	1160	99.4854	28.1201	31.3	56.6
JAACYQ010014837.1	1	1193	1165	1193	100	78.3269	33	37.7
JAACYQ010014838.1	1	1209	296	1163	96.1952	14.8122	32.3	40.5
JAACYQ010014839.1	1	1029	545	1027	99.8056	52.0729	35.1	30.7
JAACYQ010014840.1	1	1291	1068	1288	99.7676	81.6646	35.1	11.8
JAACYQ010014841.1	1	1453	1766	1453	100	120.942	34.6	7.38
JAACYQ010014842.1	1	1202	1069	1201	99.9168	88.4576	35.3	18.3
JAACYQ010014844.1	1	1960	698	1939	98.9286	30.1393	32.4	45.8
JAACYQ010014845.1	1	1381	1832	1381	100	132.084	35	6.24
JAACYQ010014846.1	1	1442	1635	1442	100	112.834	35	3.64
JAACYQ010014847.1	1	4715	2517	4715	100	52.7684	34.9	37.5
JAACYQ010014848.1	1	2102	18422	2102	100	863.553	34.4	23.4
JAACYQ010014849.1	1	2905	2174	2905	100	74.1556	34.9	20.2
JAACYQ010014850.1	1	5988	3894	5988	100	64.3475	35	33.4
JAACYQ010014851.1	1	1249	2762	1249	100	208.014	34.1	24.7
JAACYQ010014853.1	1	1324	1684	1307	98.716	121.665	34.9	24
JAACYQ010014854.1	1	1103	116	1027	93.1097	9.07525	31.9	12.8
JAACYQ010014855.1	1	3320	3443	3312	99.759	102.509	34.9	8.82
JAACYQ010014856.1	1	4024	2054	4021	99.9254	48.7269	34.5	49.1
JAACYQ010014857.1	1	1446	7213	1434	99.1701	480.69	34.4	25.8
JAACYQ010014858.1	1	1195	824	1195	100	67.7213	35.1	46.6
JAACYQ010014859.1	1	7937	4241	7937	100	46.9798	35	52.3
JAACYQ010014860.1	1	1777	18265	1777	100	870.224	34.6	57.7
JAACYQ010014861.1	1	2604	1295	2604	100	49.2692	35	50.3
JAACYQ010014863.1	1	10527	14802	10527	100	139.72	34.9	9.13
JAACYQ010014864.1	1	1064	1217	1060	99.6241	112.538	34.5	17
JAACYQ010014865.1	1	11387	5682	11385	99.9824	49.1633	34.9	45.9
JAACYQ010014866.1	1	16341	32505	16341	100	183.295	34.9	46.3
JAACYQ010014867.1	1	9885	13282	9885	100	133.485	35	32.2
JAACYQ010014868.1	1	5680	11958	5680	100	192.372	34.9	45.8
JAACYQ010014869.1	1	8170	21310	8170	100	255.335	34.9	49.4
JAACYQ010014870.1	1	1106	1251	1105	99.9096	69.8382	35.1	20.9
JAACYQ010014872.1	1	7272	11402	7272	100	141.925	35	54.7
JAACYQ010014874.1	1	1273	4187	1273	100	259.504	32.7	38
JAACYQ010014875.1	1	7842	21654	7842	100	224.613	34.9	50
JAACYQ010014876.1	1	3008	4320	3008	100	140.619	34.4	52.5
JAACYQ010014877.1	1	5064	5613	5059	99.9013	108.651	34.9	52.1
JAACYQ010014878.1	1	5467	12708	5467	100	229.893	34.9	51.8
JAACYQ010014879.1	1	4453	2457	4453	100	53.4963	34.9	48
JAACYQ010014881.1	1	4097	5256	4097	100	128.634	35	55.2
JAACYQ010014882.1	1	6171	4266	6171	100	66.3256	34.8	19.6
JAACYQ010014883.1	1	2705	15608	2705	100	397.94	35.1	52.4
JAACYQ010014886.1	1	10052	16445	10052	100	162.738	35.1	15.2
JAACYQ010014887.1	1	1414	2519	1414	100	173.896	35.1	41
JAACYQ010014888.1	1	4810	4121	4810	100	77.7274	33.4	57.8
JAACYQ010014889.1	1	2317	8895	2317	100	379.963	34.9	21.9
JAACYQ010014890.1	1	4161	4358	4161	100	94.0868	34.2	55.8
JAACYQ010014891.1	1	4067	3587	4064	99.9262	80.6946	34.8	31.9
JAACYQ010014892.1	1	1515	1675	1515	100	83.1789	33.6	52.6
JAACYQ010014893.1	1	2716	1092	2682	98.7482	38.0692	34.8	2.76
MU013303.1	1	2992	2617	2786	93.115	77.1273	32.7	34.5
JAACYQ010014900.1	1	5569	3004	5569	100	53.0526	34.7	27
JAACYQ010014903.1	1	6931	6842	6931	100	98.447	35	59.4
JAACYQ010014904.1	1	8530	8112	8527	99.9648	91.956	35	58.2
JAACYQ010014905.1	1	7044	11922	7044	100	168.749	34.9	46.8
JAACYQ010014907.1	1	1275	3134	1275	100	238.893	34.2	28.8
JAACYQ010014908.1	1	1311	1681	1311	100	117.364	34.7	42.8
JAACYQ010014909.1	1	1207	51313	1207	100	4235.31	35	7.38
JAACYQ010014910.1	1	1366	5155	1366	100	332.797	34.6	32.6
JAACYQ010014911.1	1	2270	6473	2270	100	280.027	34.3	25
JAACYQ010014912.1	1	1094	15782	1094	100	1433.29	35.1	4.34
JAACYQ010014914.1	1	2270	1157	2269	99.9559	50.1722	35.3	34.8
JAACYQ010014915.1	1	4397	3142	4397	100	70.8633	34.8	31
JAACYQ010014916.1	1	5459	1597	5459	100	28.5056	34.9	46
JAACYQ010014918.1	1	5157	9082	5157	100	172.436	35	40
JAACYQ010014919.1	1	5115	6518	5115	100	125.842	35	30.9
JAACYQ010014922.1	1	3559	4387	3545	99.6066	122.564	34.7	3.19
JAACYQ010014923.1	1	10404	4826	10404	100	45.696	34.8	51.7
JAACYQ010014924.1	1	2376	24679	2376	100	1026.9	35	24.8
JAACYQ010014927.1	1	3585	4267	3585	100	118.418	34.6	52.2
JAACYQ010014928.1	1	6708	5043	6708	100	74.2448	34.7	32.7
