#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JAACYQ010016302.1	1	4691	4638	4687	99.9147	94.7768	33.6	59.5
JAACYQ010016303.1	1	1899	7292	1899	100	361.3	35	53.6
JAACYQ010016304.1	1	1980	2663	1980	100	128.74	35.2	54.6
JAACYQ010016305.1	1	1186	6835	1186	100	579.82	34.9	35.8
MU013555.1	1	3447	3019	3445	99.942	71.3621	33.5	41.5
MU013556.1	1	3237	3879	3140	97.0034	116.36	34.4	55.2
MU013557.1	1	3389	133704	3294	97.1968	3928.03	35	11.7
MU013558.1	1	1584	2009	1578	99.6212	84.6042	32.9	39.9
JAACYQ010016322.1	1	1799	2272	1798	99.9444	95.0901	33.9	46
JAACYQ010016323.1	1	2283	592	2176	95.3132	19.622	31.8	49.6
MU013559.1	1	3904	5941	3900	99.8975	145.918	34.5	48.8
MU013560.1	1	2449	2073	2358	96.2842	59.9951	33.3	43.3
MU013561.1	1	2062	2002	2053	99.5635	94.0587	33.6	59.4
MU013562.1	1	1691	697	1584	93.6724	36.7569	32.3	55
JAACYQ010016333.1	1	2520	2238	2520	100	86.9234	32.6	32.5
JAACYQ010016334.1	1	1623	1118	1623	100	62.4399	32.6	57.1
MU013563.1	1	1032	329	1022	99.031	19.1047	30.6	36.4
MU013564.1	1	2316	2393	2313	99.8705	88.044	33.6	44.6
JAACYQ010016339.1	1	21395	27743	21395	100	127.798	35	49.9
MU013565.1	1	2815	1502	2635	93.6057	47.2256	33.7	46.5
JAACYQ010016342.1	1	2692	2377	2539	94.3165	78.5944	34.3	54.3
JAACYQ010016345.1	1	1109	443	1109	100	36.0487	32.2	58.4
MU013566.1	1	3232	1711	2713	83.9418	28.353	33.3	22.3
MU013567.1	1	9010	418	2073	23.0078	3.88491	35	10.7
MU013568.1	1	2248	1964	2148	95.5516	65.2322	33.8	49.3
JAACYQ010016353.1	1	10040	10822	10040	100	107.472	35.2	59.9
MU013569.1	1	1652	899	1549	93.7651	51.5333	33.2	58.6
MU013570.1	1	3015	1126	2875	95.3566	37.0952	34.9	4.82
MU013571.1	1	1912	18240	1815	94.9268	942.868	35	11.1
MU013572.1	1	2214	2228	2098	94.7606	69.1066	33.8	39.7
MU013573.1	1	2311	8388	2110	91.3025	353.678	35.2	13.1
MU013574.1	1	4271	30904	3884	90.9389	609.343	34.4	24.6
JAACYQ010016374.1	1	8118	14521	8118	100	166.236	35	53.4
MU013575.1	1	1446	11552	1348	93.2227	792.763	35.2	31.6
MU013576.1	1	1034	377	827	79.9807	32.8008	31.6	57.7
MU013577.1	1	1599	2901	1490	93.1832	111.408	32.6	21.7
JAACYQ010016381.1	1	4230	4032	4230	100	94.4229	34.8	58.1
MU013578.1	1	3448	351	2274	65.9513	9.17633	35.2	3.67
MU013579.1	1	2496	1592	2493	99.8798	52.0613	33.2	46.7
MU013580.1	1	2400	1263	2289	95.375	42.7687	33.4	44.9
MU013581.1	1	4775	4551	4648	97.3403	94.2467	35	59.4
MU013582.1	1	1891	1104	1787	94.5003	47.4786	33.2	50.4
MU013583.1	1	2026	708	1986	98.0257	26.4867	32.5	34.5
MU013584.1	1	1155	618	1045	90.4762	40.8372	34.1	42.7
JAACYQ010016400.1	1	1359	10906	1359	100	793.475	35.1	7.92
JAACYQ010016401.1	1	1767	1166	1767	100	56.9666	33.4	46.7
MU013585.1	1	1863	1214	1756	94.2566	64.6699	35.2	44.9
MU013586.1	1	1809	38950	1716	94.859	1704.77	34.7	15.7
JAACYQ010016408.1	1	8305	9363	8305	100	112.306	35	59.1
MU013587.1	1	1576	805	1472	93.401	35.776	31.7	39.2
MU013588.1	1	1995	2334	1897	95.0877	94.2426	32.9	37.9
MU013589.1	1	1062	652	1053	99.1525	47.9077	33.1	36.3
MU013590.1	1	2637	2293	2538	96.2457	72.8464	33.4	46
MU013591.1	1	1874	861	1753	93.5432	32.6521	32.6	52.5
MU013592.1	1	1031	380	923	89.5247	33.3201	32.2	57.3
MU013593.1	1	1596	470	1232	77.193	21.557	33	40.2
MU013595.1	1	1057	65	642	60.7379	2.29518	31.4	32.4
JAACYQ010016427.1	1	1008	630	1008	100	58.6865	32.9	54.1
MU013596.1	1	2322	616	2232	96.124	21.9354	33.9	48.4
JAACYQ010016430.1	1	1801	1092	1801	100	51.5541	33	51.4
MU013597.1	1	2062	1323	1952	94.6654	50.8046	33.2	36.7
MU013598.1	1	1099	349	999	90.9008	29.5387	33.2	51.7
MU013599.1	1	2180	1773	2180	100	75.1826	33.2	52.9
MU013600.1	1	1196	211	912	76.2542	13.4105	31.6	47.1
MU013601.1	1	1323	200	1130	85.4119	13.0204	30.6	12.3
JAACYQ010016443.1	1	1064	555	1005	94.4549	21.5818	33	42.5
JAACYQ010016444.1	1	1103	24142	1103	100	2158.01	33.5	38.2
MU013602.1	1	2427	752	2321	95.6325	24.3366	32.9	36.7
MU013603.1	1	1268	1208	1261	99.4479	69.4361	32.3	40.9
MU013604.1	1	1000	319	900	90	21.405	31.7	27.4
MU013605.1	1	2608	2002	2450	93.9417	69.0265	33.8	41.7
MU013606.1	1	1840	3912	1740	94.5652	117.377	32.7	22.4
MU013607.1	1	1014	320	883	87.0809	27.5168	32.2	51.7
MU013608.1	1	1174	113	1044	88.9267	8.42675	32.2	33.5
MU013609.1	1	4256	12015	4156	97.6504	280.936	35.1	14.5
JAACYQ010016462.1	1	1434	6653	1434	100	448.497	34.6	18.6
JAACYQ010016463.1	1	1875	12633	1875	100	657.726	35	10.8
JAACYQ010016464.1	1	8699	9411	8699	100	107.835	35	57.2
MU013610.1	1	3481	20212	3383	97.1847	574.972	35.2	14.8
JAACYQ010016467.1	1	5542	6587	5542	100	116.323	34.9	24.3
JAACYQ010016468.1	1	1449	15647	1449	100	1050.4	34.6	30.6
MU013611.1	1	1683	87622	1588	94.3553	5188.11	35.1	10.8
JAACYQ010016472.1	1	1561	682	1357	86.9315	22.4773	32.2	38.2
JAACYQ010016473.1	1	1025	11979	1025	100	1068.54	34.7	55.4
JAACYQ010016474.1	1	1085	17117	1085	100	1556.01	35.2	16.6
JAACYQ010016477.1	1	1922	6682	1922	100	333.122	34.3	41.4
MU013612.1	1	5101	1090	2688	52.6955	17.7857	34.4	8.52
JAACYQ010016484.1	1	1086	4550	1086	100	425.875	34.8	57.1
JAACYQ010016485.1	1	1209	498	401	33.1679	30.5691	35.2	13
JAACYQ010016488.1	1	4316	4221	4315	99.9768	96.528	34.9	58.7
JAACYQ010016490.1	1	1183	2331	1183	100	189.472	35.2	22.7
MU013613.1	1	3021	2150	3015	99.8014	71.6842	34.9	59.7
JAACYQ010016495.1	1	1331	863	1331	100	50.9474	32.9	47.5
MU013614.1	1	1003	124	760	75.7727	10.8495	32.4	46.2
MU013615.1	1	1016	266	741	72.9331	11.4518	32.9	36.2
JAACYQ010016504.1	1	1138	1564	1138	100	139.83	34.9	54.2
JAACYQ010016509.1	1	2218	15942	2218	100	709.528	35.2	10.3
MU013616.1	1	11641	1018	5142	44.1715	6.97792	34.8	4.91
JAACYQ010016513.1	1	2164	21100	2164	100	963.725	34.3	18.7
JAACYQ010016514.1	1	3038	3287	3016	99.2758	74.9654	33.7	39.1
MU013617.1	1	2698	2734	2692	99.7776	100.189	34.6	0.91
MU013618.1	1	2320	776	2208	95.1724	25.2168	32.5	36
JAACYQ010016519.1	1	2258	4777	2258	100	205.752	35	58.6
MU013619.1	1	2621	4922	2465	94.0481	181.298	34.4	39.9
MU013620.1	1	3800	5793	3776	99.3684	95.8147	32.9	31.8
MU013621.1	1	8190	11123	8183	99.9145	127.676	35.1	24.4
JAACYQ010016532.1	1	3224	3719	3196	99.1315	105.684	33.3	39.7
MU013622.1	1	6282	33961	6274	99.8727	529.631	34.9	51
MU013623.1	1	1815	1586	1807	99.5592	66.3019	32.7	38.1
MU013624.1	1	5669	900	3390	59.7989	14.4973	35	10.8
MU013625.1	1	6813	6039	6787	99.6184	82.7584	34.2	56.7
JAACYQ010016550.1	1	1999	1085	1999	100	30.1046	32	54
JAACYQ010016554.1	1	3378	23772	3378	100	676.622	34.8	53.9
JAACYQ010016555.1	1	9907	12156	9907	100	121.328	35	53.4
MU013626.1	1	2980	9423	2885	96.8121	301.873	34.5	49
JAACYQ010016558.1	1	1064	1493	1064	100	138.678	35	51.1
MU013627.1	1	1937	3663	1933	99.7935	128.517	33.4	50.5
JAACYQ010016561.1	1	1404	90	1315	93.661	5.44516	34.9	39.7
MU013628.1	1	3058	3812	3055	99.9019	101.078	33.9	46.1
JAACYQ010016565.1	1	3434	13452	3434	100	379.818	34.4	9.76
JAACYQ010016567.1	1	6283	7678	6283	100	120.114	34.9	57.2
JAACYQ010016568.1	1	1754	495	1730	98.6317	25.3751	32.2	21.9
JAACYQ010016569.1	1	3086	6881	3086	100	219.069	35	30.1
MU013629.1	1	1176	1353	1174	99.8299	105.965	33.4	53
JAACYQ010016574.1	1	4030	1485	3109	77.1464	36.1089	35	2.95
MU013630.1	1	1756	1278	1733	98.6902	58.4823	33.6	50
JAACYQ010016577.1	1	10817	1233	6826	63.1044	11.179	35.1	8.76
MU013631.1	1	13887	3522	6692	48.189	24.282	34.8	2.17
MU013632.1	1	1488	1605	1397	93.8844	71.453	27.8	27.6
JAACYQ010016582.1	1	1177	70	876	74.4265	4.63976	35.1	11.1
JAACYQ010016583.1	1	3290	3538	3290	100	105.82	34.9	26.5
JAACYQ010016584.1	1	1923	8940	1923	100	459.89	35.2	20.5
JAACYQ010016586.1	1	12351	13169	12351	100	105.902	35	59.3
MU013633.1	1	1941	911	1841	94.848	38.7713	32.8	51.4
MU013634.1	1	1994	2299	1896	95.0853	95.2859	33.3	44.4
MU013635.1	1	1667	5903	1665	99.88	250.101	32.9	16.8
MU013636.1	1	1977	1099	1951	98.6849	45.0799	31.9	43.7
MU013637.1	1	1035	239	933	90.1449	20.9981	31.9	47.5
MU013638.1	1	1122	426	1024	91.2656	29.0169	32.7	47.4
MU013639.1	1	1018	440	921	90.4715	38.3566	32.3	47.1
MU013640.1	1	2895	3629	2775	95.8549	82.3375	32.9	37.2
MU013641.1	1	1081	11850	984	91.0268	985.084	34	18.7
MU013642.1	1	1159	805	778	67.1268	32.1191	25.5	9.67
MU013643.1	1	1046	227	948	90.631	17.1797	31.5	53.8
MU013644.1	1	1115	299	1008	90.4036	15.9318	30.2	22.5
MU013645.1	1	1667	708	1567	94.0012	36.4445	31.3	46.3
JAACYQ010016615.1	1	4357	4767	4357	100	108.584	34.6	59.9
JAACYQ010016616.1	1	4690	574	1488	31.7271	8.43945	35.1	14.6
MU013646.1	1	6147	10429	6049	98.4057	168.46	34.9	44.3
MU013647.1	1	3222	2689	3217	99.8448	80.0298	34.3	49.5
MU013648.1	1	20343	3070	13402	65.8802	14.4707	35	2.99
MU013649.1	1	13134	13404	12946	98.5686	101.411	35	59.7
JAACYQ010016626.1	1	4358	382	2079	47.7054	8.58307	34.6	3.61
JAACYQ010016630.1	1	2297	11355	2286	99.5211	488.749	34	13.3
JAACYQ010016631.1	1	2681	3775	2677	99.8508	140.272	34.9	25.3
JAACYQ010016632.1	1	2254	517	1691	75.0222	22.4898	35.2	1.71
MU013650.1	1	12346	154	1255	10.1652	1.1607	34.6	10.1
MU013651.1	1	20950	917	5948	28.3914	3.55241	34.7	2.43
JAACYQ010016638.1	1	3040	3805	3040	100	120.716	35	49.3
JAACYQ010016639.1	1	1684	4124	1684	100	243.499	35	54.6
MU013652.1	1	4750	2306	4446	93.6	40.7886	32.9	36.4
MU013653.1	1	4578	1251	3624	79.1612	26.5531	35.1	1.32
MU013654.1	1	2337	10289	2224	95.1647	432.448	35.1	11.2
JAACYQ010016653.1	1	1334	644	1327	99.4753	46.2301	34.9	4.43
JAACYQ010016654.1	1	2588	25130	2588	100	957.957	34.7	14.4
JAACYQ010016655.1	1	6124	780	3677	60.0425	12.4032	34.8	2.6
JAACYQ010016656.1	1	9482	297	3095	32.6408	3.01181	34.6	0.603
MU013655.1	1	3807	7056	3497	91.8571	179.137	33.8	13
JAACYQ010016661.1	1	7145	203	2845	39.8181	2.73072	34.9	5.25
MU013656.1	1	4578	108	968	21.1446	1.52556	34.5	8.81
JAACYQ010016664.1	1	1776	17423	1776	100	951.178	33.9	17.3
JAACYQ010016665.1	1	1232	5070	1232	100	408.07	34.7	24.5
JAACYQ010016667.1	1	4902	612	2304	47.0012	12.0441	34.6	3.03
MU013657.1	1	8313	525	4856	58.4145	5.94635	34.8	11
JAACYQ010016670.1	1	11122	1367	3226	29.0056	10.93	34.3	10.2
JAACYQ010016671.1	1	6404	57	951	14.8501	0.457995	30.9	10.1
MU013658.1	1	9739	282	1794	18.4208	2.79813	35.4	8.32
MU013659.1	1	5065	2029	4785	94.4719	39.7173	34.8	0.449
JAACYQ010016678.1	1	9309	366	4165	44.7416	3.57718	35.3	6.34
JAACYQ010016679.1	1	1084	86	613	56.5498	7.78782	35.3	3.87
JAACYQ010016680.1	1	3391	1564	2860	84.3409	45.7119	35.1	5.53
JAACYQ010016681.1	1	2010	14427	2010	100	705.093	35	19.9
JAACYQ010016682.1	1	1011	985	1011	100	97.7517	34.9	27.3
JAACYQ010016683.1	1	3336	205	937	28.0875	5.78927	34.7	4.98
JAACYQ010016684.1	1	1848	3251	1844	99.7835	171.367	35	11.2
MU013660.1	1	4565	40974	4468	97.8751	894.527	34.9	8.26
JAACYQ010016687.1	1	1672	1080	1331	79.6053	62.3164	35	2.5
MU013661.1	1	4377	2848	4364	99.703	59.0811	33.6	27.8
MU013662.1	1	9056	2127	7942	87.6988	22.1542	35.2	3.28
JAACYQ010016693.1	1	14084	2720	5221	37.0704	17.9988	34.8	31.3
JAACYQ010016694.1	1	1079	2660	1079	100	243.923	35	25.6
MU013663.1	1	2641	1139	2489	94.2446	37.3359	32.8	57.4
MU013664.1	1	1826	5053	1727	94.5783	276.64	35.2	21.6
JAACYQ010016700.1	1	1037	407	1037	100	25.4532	32	40.7
JAACYQ010016701.1	1	1826	1553	1826	100	80.2322	35	59.1
JAACYQ010016702.1	1	1283	3818	1283	100	205.505	34.1	58.3
MU013665.1	1	6138	5631	6039	98.3871	86.4558	34.4	56.7
MU013666.1	1	2487	1776	2127	85.5247	66.2907	34.7	57.6
MU013667.1	1	2163	740	2056	95.0532	27.5289	32.3	50.1
MU013668.1	1	1950	966	1834	94.0513	37.4759	32.1	43.3
MU013669.1	1	4193	1955	3970	94.6816	41.4906	32.3	56.3
JAACYQ010016716.1	1	3208	12161	3208	100	377.626	34.9	16.1
MU013670.1	1	6487	1581	5292	81.5785	23.7361	35	3.09
MU013671.1	1	2659	946	2559	96.2392	33.0278	32.7	58
MU013672.1	1	3508	1644	3407	97.1209	37.5878	33.6	45.9
MU013673.1	1	3518	1105	3315	94.2297	28.9238	32.6	58.4
MU013674.1	1	1745	1042	1647	94.384	42.604	32.7	38.5
MU013675.1	1	13455	13083	13354	99.2493	96.2374	34.9	57.5
JAACYQ010016733.1	1	2532	1691	2531	99.9605	60.1094	33.3	50
MU013676.1	1	2967	3583	2792	94.1018	95.6367	33.7	38.2
JAACYQ010016742.1	1	1305	975	1297	99.387	61.7042	33.1	52.5
MU013677.1	1	5319	3449	5211	97.9695	63.6881	33.9	54.5
MU013678.1	1	11814	2234	4115	34.8316	16.5064	35.1	21.3
JAACYQ010016748.1	1	10941	5073	7060	64.5279	45.5752	35	1.26
JAACYQ010016749.1	1	1790	31359	1790	100	1741.64	35.2	6.33
MU013679.1	1	1551	16	369	23.7911	0.498388	35.8	11.6
MU013680.1	1	2036	1470	1933	94.9411	61.2421	32.8	50.9
MU013681.1	1	6158	1226	5075	82.4131	18.5877	34.9	12.2
JAACYQ010016759.1	1	1090	738	1090	100	66.255	34.1	59
MU013682.1	1	1498	2894	1489	99.3992	177.029	34	49.6
MU013683.1	1	2155	906	2058	95.4988	35.297	32.7	53.6
MU013684.1	1	2183	1047	1987	91.0215	42.0518	31.9	42
JAACYQ010016767.1	1	1384	1462	1384	100	65.6192	33.8	35.7
MU013685.1	1	2120	1099	2015	95.0472	47.9783	33.6	58.5
MU013686.1	1	2147	981	2047	95.3423	41.7075	33	52.5
MU013687.1	1	2736	1103	2638	96.4181	36.3871	32.3	58.7
MU013688.1	1	1931	1333	1833	94.9249	61.4459	33.8	57.7
MU013689.1	1	1863	1875	1765	94.7397	76.1122	33.9	46.9
JAACYQ010016779.1	1	1409	337	1377	97.7289	19.8034	32.4	51.9
MU013690.1	1	1365	159	1127	82.5641	8.14432	31.8	46.7
MU013691.1	1	1800	1104	1696	94.2222	43.8794	32	37.8
JAACYQ010016786.1	1	1359	12822	1359	100	933.642	35.1	10.2
JAACYQ010016787.1	1	2428	42608	2428	100	1718.83	34.5	20.8
JAACYQ010016788.1	1	2379	21093	2379	100	778.845	33.8	26.6
JAACYQ010016796.1	1	1054	2874	1054	100	302.454	35	52.9
MU013692.1	1	4796	4275	4780	99.6664	80.8797	33.6	54.1
MU013693.1	1	2371	1357	2263	95.445	46.3092	32.5	50.8
JAACYQ010016803.1	1	18422	1296	6617	35.919	6.73054	35.1	2.26
MU013694.1	1	6890	392	3844	55.791	4.97562	32.6	56.9
MU013695.1	1	2275	723	2158	94.8571	24.2	31.2	45
JAACYQ010016810.1	1	9559	13164	9529	99.6862	136.309	35	59
MU013696.1	1	1685	648	1676	99.4659	27.0677	32.3	41.1
JAACYQ010016813.1	1	3355	5248	3355	100	149.503	34.5	41.9
JAACYQ010016815.1	1	5427	4304	5426	99.9816	78.0083	35	1.33
JAACYQ010016816.1	1	7998	12968	7998	100	160.153	34.9	57.3
JAACYQ010016817.1	1	15670	656	1776	11.3338	2.04391	35.2	8.12
MU013697.1	1	1649	453	1283	77.8047	15.51	31.6	30.2
JAACYQ010016822.1	1	2708	108411	2708	100	3987.84	35.1	18.9
JAACYQ010016823.1	1	1205	1435	1205	100	118.194	35.2	43.5
JAACYQ010016824.1	1	10261	12142	10261	100	115.218	34.9	38
JAACYQ010016825.1	1	7279	383	2062	28.3281	4.95508	34.5	7.84
JAACYQ010016826.1	1	1599	93	490	30.6442	5.6454	33.4	3.32
MU013698.1	1	15893	27518	15840	99.6665	148.142	34.9	43.3
MU013699.1	1	5334	62952	5328	99.8875	1168.7	35.2	7.32
MU013700.1	1	1018	901	1017	99.9018	41.6621	32.7	53.8
JAACYQ010016836.1	1	4772	18535	4772	100	376.36	34.9	47.1
JAACYQ010016837.1	1	4602	15705	4602	100	340.671	34.9	22.6
MU013701.1	1	2667	2256	2366	88.7139	61.6479	34.6	35.7
JAACYQ010016841.1	1	1531	40868	1531	100	2652.74	35.1	5.07
MU013702.1	1	5695	1230	4129	72.5022	17.8932	35.1	1.87
MU013703.1	1	11855	10696	11661	98.3636	80.9598	34.1	52.4
MU013704.1	1	1508	8386	1412	93.634	540.235	34.9	35.9
JAACYQ010016855.1	1	5506	533	2507	45.5321	3.86487	35.2	29.9
MU013705.1	1	3704	2999	3692	99.676	73.2289	33.2	52.9
MU013706.1	1	3054	451	849	27.7996	9.72986	35.1	13.1
JAACYQ010016862.1	1	6517	12699	6517	100	186.466	34.8	44
MU013707.1	1	62219	64355	62211	99.9871	101.446	34.9	49.4
MU013708.1	1	5856	7912	5760	98.3607	134.082	34.9	20.6
JAACYQ010016871.1	1	2995	3567	2995	100	117.832	34.6	59.9
JAACYQ010016872.1	1	1337	898	1337	100	66.5946	33.7	59.4
JAACYQ010016873.1	1	5874	7015	5874	100	115.519	34.1	59.8
JAACYQ010016874.1	1	1007	3060	1007	100	198.175	34.6	43.5
JAACYQ010016876.1	1	1527	1114	1527	100	53.8048	33.4	57.4
JAACYQ010016877.1	1	2848	2915	2848	100	99.3315	33.8	58.4
MU013709.1	1	2976	2423	2958	99.3952	72.626	34.2	55.6
JAACYQ010016881.1	1	3978	7330	3978	100	183.378	35	9.86
JAACYQ010016882.1	1	2547	1915	2547	100	70.543	32.7	54.3
JAACYQ010016883.1	1	4560	387	1655	36.2939	4.07961	34.8	20.8
JAACYQ010016884.1	1	2048	3285	2048	100	161.424	34.8	55.8
JAACYQ010016885.1	1	2001	1934	2001	100	94.2234	34.9	55.1
JAACYQ010016886.1	1	1109	1960	1109	100	169.751	33.7	59.7
JAACYQ010016887.1	1	9919	9583	9919	100	92.7072	34	59.5
JAACYQ010016889.1	1	1660	2309	1660	100	123.945	34.1	45.6
JAACYQ010016890.1	1	3800	57932	3800	100	1491.77	34.6	11
MU013710.1	1	1598	49892	1507	94.3054	3132.23	34.8	33.5
JAACYQ010016895.1	1	11768	13137	11767	99.9915	110.69	34.3	59.9
JAACYQ010016897.1	1	2764	1216	2764	100	41.2974	32.6	58
JAACYQ010016898.1	1	6587	5955	6587	100	87.3744	34	59
JAACYQ010016900.1	1	2088	27408	2088	100	1306.56	35.1	14.8
JAACYQ010016902.1	1	1159	277	1152	99.396	21.2692	32.5	12
JAACYQ010016904.1	1	2087	944	2053	98.3709	42.3014	32.3	58.2
JAACYQ010016905.1	1	3080	88	141	4.57792	0.0457792	31.7	26.8
JAACYQ010016906.1	1	2686	5483	2686	100	192.872	34.5	46.1
JAACYQ010016907.1	1	2714	2328	2714	100	85.5512	34.1	59.5
JAACYQ010016908.1	1	2124	849	2124	100	27.2448	31.9	20
JAACYQ010016909.1	1	1251	12036	1251	100	937.327	33.8	32.7
JAACYQ010016910.1	1	1897	26440	1897	100	1376.39	35.1	13.2
JAACYQ010016911.1	1	1539	464	1516	98.5055	20.3593	31.7	55.9
JAACYQ010016912.1	1	2895	3165	2895	100	110.514	35.2	59.8
JAACYQ010016913.1	1	1091	279	1089	99.8167	20.8827	31.5	26.9
JAACYQ010016914.1	1	2502	3164	2502	100	118.002	35	41.8
JAACYQ010016916.1	1	1925	10120	1925	100	521.996	35.1	26.9
JAACYQ010016917.1	1	1113	2187	1113	100	151.151	35	57.2
JAACYQ010016920.1	1	1935	1251	1483	76.6408	39.9473	33.7	44.2
JAACYQ010016921.1	1	1557	1358	1557	100	73.0713	33.1	52.4
JAACYQ010016922.1	1	3915	4450	3888	99.3103	102.584	35	42.9
JAACYQ010016923.1	1	2206	27302	2206	100	1246.26	35	29.7
JAACYQ010016924.1	1	3879	4516	3879	100	114.325	34.5	59.6
JAACYQ010016925.1	1	5992	45154	5992	100	746.96	35	16.1
JAACYQ010016926.1	1	1007	647	847	84.1112	62.8808	35.3	5.09
JAACYQ010016928.1	1	3537	3578	3537	100	99.3687	34.4	59.7
JAACYQ010016929.1	1	1264	1017	1264	100	78.1733	33.5	58.6
JAACYQ010016931.1	1	2337	2236	2337	100	91.712	33.7	50
JAACYQ010016932.1	1	1790	1137	1790	100	61.2436	32.7	59
JAACYQ010016937.1	1	2811	3041	2811	100	105.328	35.2	40.4
JAACYQ010016938.1	1	7719	7608	7719	100	98.3359	35.1	58.4
JAACYQ010016939.1	1	11464	248	2828	24.6685	1.71022	34.6	13.5
JAACYQ010016942.1	1	2671	2619	2671	100	92.6484	35	57.5
JAACYQ010016943.1	1	8541	9629	8541	100	112.439	34.8	59.9
JAACYQ010016944.1	1	3148	1945	3125	99.2694	59.6579	33.1	59.5
JAACYQ010016945.1	1	5109	8985	5108	99.9804	172.974	34.3	7.36
JAACYQ010016946.1	1	3729	8495	3366	90.2655	220.321	35	7.68
MU013711.1	1	23647	2759	13447	56.8656	10.993	34.7	4.52
JAACYQ010016952.1	1	1406	5186	1406	100	362.713	33.7	17.1
JAACYQ010016953.1	1	1141	972	1141	100	79.4777	33.4	59.2
JAACYQ010016955.1	1	1665	9927	1665	100	573.642	33.5	8.59
JAACYQ010016956.1	1	2735	2813	2735	100	77.6289	32.8	40.3
JAACYQ010016959.1	1	2336	1128	2210	94.6062	31.2324	32.4	49.4
JAACYQ010016960.1	1	1431	6307	1431	100	454.048	34.9	24.4
JAACYQ010016961.1	1	2671	682	2399	89.8165	20.3613	32.1	50.2
JAACYQ010016964.1	1	8031	15125	8029	99.9751	187.647	35	0.638
JAACYQ010016965.1	1	1513	645	1513	100	39.0568	33.1	55.1
JAACYQ010016967.1	1	1070	12876	1070	100	1125.79	32.9	11.8
JAACYQ010016968.1	1	3903	51152	3903	100	1306.13	34.7	51
JAACYQ010016969.1	1	4129	2723	4127	99.9516	59.0223	34.7	55.9
JAACYQ010016970.1	1	2265	842	2265	100	35.8163	32.2	59.2
JAACYQ010016971.1	1	2611	4168	2611	100	156.43	34.9	20.1
JAACYQ010016973.1	1	1450	1412	1450	100	91.2297	35.1	59.7
JAACYQ010016975.1	1	1416	1026	1409	99.5056	59.2973	32.6	52.5
JAACYQ010016978.1	1	1135	631	1135	100	53.7815	33.5	58.7
JAACYQ010016979.1	1	1353	301	1318	97.4132	14.6763	31.3	36
JAACYQ010016980.1	1	1275	3243	1275	100	229.244	34.7	50.7
JAACYQ010016982.1	1	3491	2415	3491	100	65.5159	33.3	56.5
JAACYQ010016983.1	1	1141	671	1141	100	49.9115	32.7	53.3
JAACYQ010016985.1	1	1276	759	1276	100	54.4898	33.9	58.3
JAACYQ010016986.1	1	1355	850	1347	99.4096	61.3638	33.9	58.6
JAACYQ010016987.1	1	1231	197	1194	96.9943	12.0146	31.4	55.3
JAACYQ010016988.1	1	1941	1838	1941	100	93.4137	33.5	59.9
JAACYQ010016989.1	1	1789	1037	1789	100	53.7775	34.1	59.1
JAACYQ010016990.1	1	1083	786	1083	100	70.8384	32.4	59.1
JAACYQ010016991.1	1	1423	700	1423	100	40.7217	32.6	50.9
JAACYQ010016993.1	1	1220	1129	1220	100	83.8385	33.6	56.3
JAACYQ010016994.1	1	2441	1798	2441	100	59.2937	33.7	42.9
JAACYQ010016995.1	1	1039	919	1039	100	79.7449	34.1	58.1
JAACYQ010016996.1	1	1131	898	1131	100	63.8665	32.9	45.4
JAACYQ010016997.1	1	1031	455	1031	100	43.8584	33.2	59.7
JAACYQ010016998.1	1	1280	1194	1217	95.0781	61.6664	33.4	43.4
JAACYQ010016999.1	1	3914	3161	3914	100	79.0904	33.3	59
JAACYQ010017000.1	1	1104	314	1103	99.9094	22.1603	32.5	16.8
JAACYQ010017001.1	1	1032	541	1032	100	46.0252	33	57.6
JAACYQ010017003.1	1	1166	779	1166	100	64.0909	32.5	59.7
JAACYQ010017004.1	1	1370	529	1370	100	31.0299	33	56
JAACYQ010017005.1	1	1067	571	1067	100	55.0431	33.4	19.4
JAACYQ010017006.1	1	1108	400	1059	95.5776	30.7085	32.2	58.6
JAACYQ010017007.1	1	1118	469	1118	100	38.7174	31.5	58.4
JAACYQ010017008.1	1	1098	449	1098	100	35.3798	31.9	55.5
JAACYQ010017009.1	1	1083	667	1083	100	58.4774	33.5	56.9
MU013712.1	1	1243	2325	1236	99.4368	144.335	33.2	53
JAACYQ010017012.1	1	1530	859	1494	97.6471	53.5588	32.3	59.4
JAACYQ010017013.1	1	1502	981	1502	100	58.1991	34.9	51.9
JAACYQ010017015.1	1	1357	1191	1357	100	79.1459	33.7	57.1
JAACYQ010017017.1	1	1814	1958	1805	99.5039	102.343	34.4	44.8
JAACYQ010017018.1	1	1387	801	1293	93.2228	52.7037	33.8	53.8
JAACYQ010017019.1	1	1123	781	1123	100	63.4337	33.7	54.3
JAACYQ010017020.1	1	1095	583	1095	100	49.5452	33.5	59.3
JAACYQ010017021.1	1	1204	349	1204	100	26.8704	31.4	56.3
JAACYQ010017022.1	1	2480	4140	2480	100	161.644	35.1	43.4
MU013713.1	1	1376	434	1259	91.4971	26.6148	32.8	42.7
JAACYQ010017026.1	1	1030	4213	1030	100	376.753	35.2	30.8
JAACYQ010017027.1	1	1212	12098	1212	100	1012.1	35.1	14.1
JAACYQ010017028.1	1	3897	381	2279	58.4809	8.66795	35	14.6
JAACYQ010017029.1	1	2668	4756	2668	100	152.428	34.7	51.6
